City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,detroit lakes,46.8172,-95.8453,272.9,100,100,0.0,US,1707095067
369,dzhetygara,52.1908,61.2006,272.27,92,100,10.42,KZ,1707095173
370,alaghsas,17.0187,8.0168,290.2,16,4,10.18,NE,1707095174
371,shagonar,51.5333,92.8,248.14,96,100,0.8,RU,1707095174
372,kailua-kona,19.6406,-155.9956,299.54,65,75,4.63,US,1707094629
373,lhasa,29.65,91.1,271.62,17,1,3.01,CN,1707095098
374,bengaluru,12.9762,77.6033,291.95,94,20,3.09,IN,1707094949
375,tejen,37.3834,60.5054,278.13,52,28,1.51,TM,1707095177
376,siverek,37.755,39.3167,276.76,94,100,1.17,TR,1707095177
377,aasiaat,68.7098,-52.8699,241.47,89,17,2.22,GL,1707094591
378,vernon,50.2581,-119.2691,275.71,86,100,2.06,CA,1707094887
379,dunda,-8.1167,34.25,291.48,97,100,1.0,TZ,1707095179
380,bonthe,7.5264,-12.505,298.52,87,100,1.87,SL,1707094466
381,sao jose da coroa grande,-8.8978,-35.1478,299.74,81,10,3.44,BR,1707094642
382,merizo village,13.2658,144.6691,301.46,77,20,10.34,GU,1707094621
383,aydarken,39.9443,71.3429,264.51,61,100,3.82,KG,1707095182
384,gadzhiyevo,69.2551,33.3362,260.21,89,17,5.58,RU,1707094617
385,sungai raya,0.7,108.9,300.26,82,100,1.9,ID,1707095183
386,saint-francois,46.4154,3.9054,276.86,94,100,2.06,FR,1707095183
387,horta,38.5333,-28.6333,290.38,94,100,8.05,PT,1707094476
388,kavaratti,10.5669,72.642,300.74,72,78,5.69,IN,1707095185
389,lendinara,45.0843,11.5997,277.09,82,97,0.56,IT,1707095185
390,mejit,10.2753,170.8646,299.34,83,85,8.4,MH,1707095186
391,kavieng,-2.5744,150.7967,302.77,71,100,1.37,PG,1707095187
392,kathmandu,27.7167,85.3167,281.27,93,75,1.03,NP,1707095187
393,dalandzadgad,43.5708,104.425,259.06,94,97,3.96,MN,1707095188
394,sal rei,16.1833,-22.9167,296.38,74,9,5.06,CV,1707095189
395,lata,40.1629,-8.3327,281.44,83,100,1.05,PT,1707095189
396,kani keli,-12.9536,45.1033,299.74,78,63,3.3,YT,1707095191
397,magadan,59.5667,150.8,256.22,73,98,3.59,RU,1707094636
398,watertown,42.3709,-71.1828,275.6,52,0,7.72,US,1707094985
399,haiku-pauwela,20.9219,-156.3051,297.18,67,40,11.83,US,1707094634
400,tsaratanana,-16.7833,47.65,296.33,94,100,1.4,MG,1707095194
401,presque isle,46.6811,-68.0159,265.47,66,0,8.75,US,1707095194
402,kruisfontein,-34.0033,24.7314,292.81,83,0,2.15,ZA,1707095195
403,polyarnyy,69.1989,33.4478,260.78,88,17,5.75,RU,1707095196
404,lensk,60.7253,114.9278,253.29,89,100,1.39,RU,1707095196
405,westport,41.1415,-73.3579,277.22,49,0,4.63,US,1707094670
406,najafabad,32.6344,51.3668,267.45,43,0,2.51,IR,1707095198
407,yashkul',46.1711,45.3435,278.47,90,100,8.29,RU,1707095199
408,pola de lena,43.1609,-5.8288,281.95,77,5,1.62,ES,1707095200
409,haymana,39.4321,32.4973,272.62,99,99,2.86,TR,1707095201
410,al wafrah,28.6392,47.9306,283.49,61,0,1.05,KW,1707095201
411,beech grove,39.722,-86.09,279.09,72,75,5.66,US,1707095202
412,dossobuono,45.3962,10.9129,279.74,100,75,0.51,IT,1707095204
413,kingsville,27.5159,-97.8561,295.29,27,0,5.66,US,1707095204
414,kantang,7.4054,99.5156,297.8,87,100,1.32,TH,1707095205
415,crane,31.3974,-102.3501,287.53,20,0,6.11,US,1707095206
416,cova figueira,14.8905,-24.2934,294.8,61,0,3.85,CV,1707095207
417,tromso,69.6496,18.957,271.16,69,63,4.12,NO,1707095208
418,kargat,55.1956,80.2811,266.63,88,100,6.96,RU,1707095209
419,san pedro,14.35,121.0167,302.23,78,20,4.47,PH,1707095005
420,petropavlovsk-kamchatsky,53.0452,158.6483,264.48,53,75,3.0,RU,1707095210
421,pacific grove,36.6177,-121.9166,288.12,81,100,7.2,US,1707095211
422,newton,42.337,-71.2092,275.43,52,0,7.72,US,1707095064
423,hassi messaoud,31.6804,6.0729,283.86,57,0,2.01,DZ,1707095213
424,aral,40.5156,81.2636,270.38,58,0,1.09,CN,1707095214
425,tshikapa,-6.4167,20.8,295.01,98,100,0.85,CD,1707095215
426,arlon,49.6833,5.8167,280.49,94,100,1.79,BE,1707095215
427,rosarito,32.3333,-117.0333,289.96,77,10,8.31,MX,1707095216
428,bumpe,7.8919,-11.9025,296.55,85,73,0.16,SL,1707095217
429,ranchettes,41.2186,-104.7903,271.75,73,0,3.6,US,1707095218
430,lerwick,60.1545,-1.1494,278.15,69,100,4.14,GB,1707095218
431,vydrino,51.485,104.8461,257.48,95,16,1.1,RU,1707095219
432,barranca,-10.75,-77.7667,297.62,77,95,1.81,PE,1707095220
433,port saint john's,-31.6229,29.5448,296.1,88,100,2.59,ZA,1707095221
434,crucecita,-28.95,-58.9833,303.69,42,97,2.36,AR,1707095221
435,zhosaly,45.4878,64.0781,269.53,81,100,4.92,KZ,1707095222
436,rockwall,32.9001,-96.4003,287.01,72,100,4.63,US,1707095223
437,chui,-33.6971,-53.4616,292.51,72,0,3.6,UY,1707095224
438,khoyniki,51.8911,29.9552,275.96,92,95,7.56,BY,1707095224
439,kuqa,41.7278,82.9364,269.21,75,100,0.93,CN,1707095225
440,darwin,-12.4611,130.8418,305.31,73,40,5.66,AU,1707094632
441,armacao de buzios,-22.7469,-41.8817,298.3,89,100,5.9,BR,1707095226
442,acarau,-2.8856,-40.12,300.72,77,28,7.44,BR,1707094743
443,khorugh,37.4897,71.553,252.2,87,95,0.55,TJ,1707095228
444,beloyarskiy,63.7119,66.6722,243.71,100,97,1.34,RU,1707095229
445,antigonish,45.6169,-61.9986,273.79,98,100,5.36,CA,1707095116
446,sitka,57.0531,-135.33,278.09,87,100,2.57,US,1707095178
447,siguiri,11.6667,-9.5,297.72,17,100,1.52,GN,1707095231
448,novo aripuana,-5.1206,-60.3797,296.21,99,100,0.3,BR,1707095231
449,japaratuba,-10.5933,-36.9403,300.75,90,11,1.88,BR,1707095232
450,kalmunai,7.4167,81.8167,298.23,87,84,3.07,LK,1707094803
451,alofi,-19.0595,-169.9187,300.49,79,28,7.96,NU,1707095234
452,daru,-9.0763,143.2092,302.56,75,63,2.61,PG,1707095235
453,aripuana,-9.1667,-60.6333,295.23,99,100,0.19,BR,1707095236
454,jiazi,22.8779,116.067,292.11,77,0,4.43,CN,1707095237
455,egersund,58.4513,5.9997,277.64,73,100,9.48,NO,1707094654
456,princeville,45.7668,-61.2985,274.05,98,100,7.2,CA,1707094472
457,puerto ayacucho,5.6639,-67.6236,299.29,81,57,2.14,VE,1707095239
458,yulinshi,38.2906,109.7494,266.81,93,28,0.6,CN,1707095239
459,amlame,7.4667,0.9,297.18,26,9,1.01,TG,1707095240
460,maceio,-9.6658,-35.7353,299.84,94,40,2.06,BR,1707095241
461,saudarkrokur,65.7461,-19.6394,259.98,89,99,2.36,IS,1707095241
462,sechura,-5.5569,-80.8222,299.08,79,100,3.63,PE,1707095242
463,brookings,44.3114,-96.7984,274.92,93,100,2.06,US,1707095215
464,katsuura,35.1333,140.3,279.16,80,100,6.24,JP,1707095243
465,fortuna,40.5982,-124.1573,285.34,95,20,1.34,US,1707095244
466,fortaleza,-3.7227,-38.5247,302.22,79,75,6.17,BR,1707095245
467,uporovo,56.3109,66.2693,259.24,97,100,3.63,RU,1707095245
468,grahamstown,-33.3042,26.5328,289.23,79,0,1.46,ZA,1707095246
469,tekirdag,40.978,27.5085,279.79,82,29,4.13,TR,1707095247
470,monrovia,6.3005,-10.7969,299.02,88,76,1.6,LR,1707095247
471,hithadhoo,-0.6,73.0833,301.25,77,100,5.73,MV,1707095248
472,codrington,-38.2667,141.9667,292.32,57,15,5.59,AU,1707095249
473,murzuq,25.9155,13.9184,283.11,55,0,3.73,LY,1707095249
474,botshabelo,-29.2702,26.7052,292.74,53,58,0.98,ZA,1707095250
475,la sarre,48.8002,-79.1996,272.02,91,100,1.39,CA,1707094785
476,bardai,11.65,7.2333,290.75,17,59,6.33,NG,1707095251
477,karratha,-20.7377,116.8463,307.79,31,6,6.44,AU,1707094674
478,waingapu,-9.6567,120.2641,301.51,76,77,4.37,ID,1707095253
479,korla,41.7597,86.1469,267.13,73,100,2.58,CN,1707095254
480,greenville,35.6127,-77.3663,280.24,70,0,0.0,US,1707094772
481,fang,19.9169,99.2145,289.32,48,0,0.75,TH,1707095255
482,pariaman,-0.619,100.12,298.18,76,94,1.31,ID,1707095256
483,bafq,31.6128,55.4107,277.79,28,0,0.44,IR,1707095257
484,nikolayevsk-on-amure,53.1406,140.73,255.44,85,12,2.2,RU,1707094462
485,zhangatas,43.5667,69.75,270.57,80,100,3.0,KZ,1707095258
486,rreshen,41.7675,19.8756,278.14,79,100,1.37,AL,1707095259
487,kidal,18.4411,1.4078,289.25,16,7,7.09,ML,1707095259
488,shihezi,44.3,86.0333,259.12,91,99,1.33,CN,1707095260
489,meadow lake,34.8014,-106.5436,281.75,28,5,4.88,US,1707094789
490,novyy urgal,51.0736,132.5642,245.68,94,86,0.46,RU,1707095261
491,usogorsk,63.4106,48.6872,254.08,97,100,3.73,RU,1707094783
492,takahashi,34.7833,133.6167,278.25,93,100,3.53,JP,1707095263
493,mhamid,29.82,-5.72,283.86,44,100,3.31,MA,1707095265
494,santa marta,11.2408,-74.199,301.98,66,31,0.45,CO,1707095265
495,tallkalakh,34.6684,36.2599,283.29,83,99,5.36,SY,1707095266
496,boende,-0.2167,20.8667,296.47,78,100,1.34,CD,1707094676
497,kroya,-7.6331,109.2461,299.44,85,100,1.34,ID,1707095268
498,sisimiut,66.9395,-53.6735,252.26,94,99,2.77,GL,1707095269
499,cole harbour,44.6724,-63.4751,271.86,93,100,5.36,CA,1707094716
500,nema,57.5067,50.5011,265.88,95,100,5.46,RU,1707094739
501,inarajan village,13.2736,144.7484,302.69,78,26,10.54,GU,1707095271
502,emerald,-23.5333,148.1667,302.23,58,69,5.0,AU,1707095142
503,achinsk,56.2694,90.4993,271.32,81,100,8.05,RU,1707095272
504,nizhniy kuranakh,58.8353,125.4869,243.37,97,35,0.82,RU,1707094740
505,bom jesus,-9.0744,-44.3586,297.4,66,10,1.19,BR,1707094764
506,ngong,-1.3618,36.6566,290.25,81,23,3.37,KE,1707095274
507,hasaki,35.7333,140.8333,279.42,63,100,5.54,JP,1707094737
508,sebis,46.3667,22.1167,282.36,89,100,5.13,RO,1707095275
509,yallahs,17.8748,-76.5624,299.16,88,31,3.43,JM,1707095276
510,ulladulla,-35.35,150.4667,298.58,72,100,0.77,AU,1707095277
511,nantucket,41.2835,-70.0995,275.45,55,0,3.6,US,1707094772
512,parham,17.0968,-61.7705,298.98,56,75,1.54,AG,1707095278
513,lisala,2.15,21.5167,295.85,47,100,0.7,CD,1707095278
514,krivosheino,57.3431,83.9261,268.38,83,100,6.35,RU,1707095279
515,lichuan,30.3,108.85,271.61,94,100,1.47,CN,1707095280
516,urengoy,65.9667,78.3667,255.12,98,99,2.21,RU,1707095280
517,griffith,41.5284,-87.4237,275.99,92,0,4.12,US,1707095281
518,callao,-12.0667,-77.15,301.33,69,0,4.63,PE,1707095282
519,camocim,-2.9022,-40.8411,300.71,76,20,6.92,BR,1707095283
520,belyy yar,53.6039,91.3903,258.09,100,100,0.0,RU,1707094745
521,ha'il,27.5219,41.6907,281.16,42,0,2.06,SA,1707094735
522,noumea,-22.2763,166.4572,299.14,93,100,4.89,NC,1707095285
523,nuuk,64.1835,-51.7216,262.49,67,100,6.17,GL,1707095285
524,hovd,48.0056,91.6419,252.35,94,92,0.93,MN,1707094734
525,ubinskoye,55.3068,79.6802,266.01,89,100,6.84,RU,1707095287
526,nhamunda,-2.1861,-56.7131,299.54,74,25,1.46,BR,1707095287
527,buritis,-15.6178,-46.4233,294.89,84,72,0.6,BR,1707095288
528,bokovskaya,49.229,41.8306,275.29,94,100,4.3,RU,1707095289
529,ad dabbah,18.05,30.95,287.27,26,100,4.64,SD,1707094727
530,kiruna,67.8557,20.2251,264.66,93,100,1.03,SE,1707094738
531,santa cruz,-17.8,-63.1667,300.85,78,12,2.57,BO,1707095291
532,mananara,-16.1667,49.7667,296.77,94,49,1.85,MG,1707095292
533,sabancuy,18.9667,-91.1833,296.91,87,0,2.51,MX,1707095292
534,diamantino,-14.4086,-56.4461,294.97,96,100,1.92,BR,1707095293
535,i-n-salah,27.1935,2.4607,286.91,41,0,8.48,DZ,1707095294
536,napanee,44.2501,-76.9494,273.21,84,100,3.32,CA,1707095195
537,borger,52.9233,6.7931,284.26,80,100,11.21,NL,1707095295
538,banposh,22.25,84.8,288.75,57,6,0.77,IN,1707095296
539,makarska,43.2969,17.0178,281.7,77,12,1.2,HR,1707095296
540,ulsteinvik,62.3432,5.8487,275.88,87,100,8.05,NO,1707095297
541,la gi,10.6667,107.7833,299.14,77,23,4.02,VN,1707095298
542,rancho palos verdes,33.7445,-118.387,287.71,95,100,11.62,US,1707095298
543,longavi,-35.9667,-71.6833,291.92,43,0,1.83,CL,1707095299
544,tucuma,-0.1833,-50.05,298.6,90,11,2.32,BR,1707094793
545,al wakrah,24.85,51.3333,287.19,61,87,3.45,QA,1707095301
546,pruzhany,52.5567,24.4644,276.35,88,100,7.75,BY,1707095301
547,burang,30.25,81.1667,259.89,98,55,2.7,CN,1707095231
548,gizo,-8.103,156.8419,302.25,74,100,5.64,SB,1707095303
549,nadym,65.5333,72.5167,247.5,100,88,1.96,RU,1707095303
550,nizhneudinsk,54.9076,99.0276,258.42,90,96,1.89,RU,1707095304
